Orig;dest;flow
  Santa Barbara do Oeste;   Resplendor;0
  Santo Andre;   Resplendor;0
  Sao Paulo;   Resplendor;0
 Cajueiro;   Resplendor;0
 Itapebi;   Resplendor;0
  Afonso Claudio;   Resplendor;0
  Aguia Branca;   Resplendor;0
  Apiaca;   Resplendor;0
  Aracruz;   Resplendor;0
  Baixo Guandu;   Resplendor;0
  Barra de São Francisco;   Resplendor;0
  Cachoeiro de Itapemirim;   Resplendor;0
  Castelo;   Resplendor;0
  Colatina;   Resplendor;0
  Conceicao da Barra;   Resplendor;0
  Conselheiro Pena;   Resplendor;0
  Domingos Martins;   Resplendor;0
  Ecoporanga;   Resplendor;0
  Governador Lindemberg;   Resplendor;0
  Ibatiba;   Resplendor;0
  Ibiraçu;   Resplendor;0
  Itaguacu;   Resplendor;0
  Itaunas;   Resplendor;0
  Jerônimo Monteiro;   Resplendor;0
  Joao Neiva;   Resplendor;0
  Laranja da Terra;   Resplendor;0
  Linhares;   Resplendor;0
  Marataizes;   Resplendor;0
  Montanha;   Resplendor;0
  Muniz Freire;   Resplendor;0
  Nova Venécia;   Resplendor;0
  Pancas;   Resplendor;0
  Pinheiros;   Resplendor;0
  Presidente Kennedy;   Resplendor;0
  Santa Leopoldina;   Resplendor;0
  Santa Teresa;   Resplendor;0
  Sao Gabriel da Palha;   Resplendor;0
  Sao Mateus;   Resplendor;0
  Vila Pavao;   Resplendor;0
RMGV - Cariacica;   Resplendor;0
RMGV - Fundao;   Resplendor;0
RMGV - Serra;   Resplendor;0
RMGV - Viana;   Resplendor;0
RMGV - Vila Velha;   Resplendor;0
RMGV - Vitoria;   Resplendor;0
RMGV;   Rio Casca;0
desconhecido - BA;   Rio Casca;0
desconhecido - CE;   Rio Casca;0
desconhecido - MA;   Rio Casca;0
desconhecido - MG;   Rio Casca;0
desconhecido - PE;   Rio Casca;0
desconhecido - PI;   Rio Casca;0
desconhecido - PR;   Rio Casca;0
  Santa Luzia do norte;   Rio Casca;0
 Almadino;   Rio Casca;0
 Aurelino Leal;   Rio Casca;0
 Camacan;   Rio Casca;0
 Canavieiras;   Rio Casca;0
 Caravelas;   Rio Casca;0
 Carlos Chagas;   Rio Casca;0
 Eunapolis;   Rio Casca;0
 Guaratinga;   Rio Casca;0
 Ibicarai;   Rio Casca;0
 Ilheus;   Rio Casca;0
 Itabuna;   Rio Casca;0
 Itajuipe;   Rio Casca;0
 Itamaraju;   Rio Casca;0
 Itanhem;   Rio Casca;0
 Itapemirim;   Rio Casca;0
 Itubera;   Rio Casca;0
 Medeiros Neto;   Rio Casca;0
 Mucuri;   Rio Casca;0
 Nova Itarana;   Rio Casca;0
 Nova Viçosa;   Rio Casca;0
 Oruçu;   Rio Casca;0
 Paulo Afonso;   Rio Casca;0
 Porto Seguro;   Rio Casca;0
 Potiragua;   Rio Casca;0
 Prado;   Rio Casca;0
 Salvador;   Rio Casca;0
 Teixeira de Freitas;   Rio Casca;0
 Una;   Rio Casca;0
 Uruçuba;   Rio Casca;0
 Valencia;   Rio Casca;0
 Vitoria da Conquista;   Rio Casca;0
 Acopiara;   Rio Casca;0
 Goiania;   Rio Casca;0
 Araujos;   Rio Casca;0
 Imperatriz;   Rio Casca;0
 Sao Luis;   Rio Casca;0
   Aimorés;   Rio Casca;0
   Belo Horizonte;   Rio Casca;0
   Bertopolis;   Rio Casca;0
   Cachoeira da Prata;   Rio Casca;0
   Caete;   Rio Casca;0
   Carangola;   Rio Casca;0
   Caratinga;   Rio Casca;0
   Conceiçao Capim;   Rio Casca;0
   Conselheiro Pena;   Rio Casca;0
   Governador Valadares;   Rio Casca;0
   Iapu;   Rio Casca;0
   Ipatinga;   Rio Casca;0
   Itabira;   Rio Casca;0
   Itabirim de Mantena;   Rio Casca;0
   Itanhomi;   Rio Casca;0
   Itauna;   Rio Casca;0
   Januaria;   Rio Casca;0
   Joao Monlevade;   Rio Casca;0
   Juaima;   Rio Casca;0
   Ladainha;   Rio Casca;0
   Lajinhas;   Rio Casca;0
   Mantena;   Rio Casca;0
   Mantenopolis;   Rio Casca;0
   Matipo;   Rio Casca;0
   Miradouro;   Rio Casca;0
   Mirai;   Rio Casca;0
   Mutum;   Rio Casca;0
   Nanuque;   Rio Casca;0
   Nova Era;   Rio Casca;0
   Nova Lima;   Rio Casca;0
   Ouro Branco;   Rio Casca;0
   Pocrane;   Rio Casca;0
   Resplendor;   Rio Casca;0
   Rio Casca;   Rio Casca;0
   Salto da Divisa;   Rio Casca;0
   Santa Luzia;   Rio Casca;0
   Santo Antonio de Pádua;   Rio Casca;0
   Sao Manoel de Mutu;   Rio Casca;0
   Teofilo Otoni;   Rio Casca;0
   Timoteo;   Rio Casca;0
   Ubaitaba;   Rio Casca;0
   Valadares;   Rio Casca;0
   Varginha;   Rio Casca;0
  Paraiba;   Rio Casca;0
  Jatoba;   Rio Casca;0
  Recife;   Rio Casca;0
  Parnaíba;   Rio Casca;0
  Campos Dos Goytacazes;   Rio Casca;0
  Casemiro De Abreu;   Rio Casca;0
  Mage;   Rio Casca;0
  Miguel Pereira;   Rio Casca;0
  Nova Iguaçu;   Rio Casca;0
  Parati;   Rio Casca;0
  Penha;   Rio Casca;0
  Rio de Janeiro;   Rio Casca;0
  Volta Redonda;   Rio Casca;0
  Natal;   Rio Casca;0
  Cachoeiro do Sul;   Rio Casca;0
  Guaibes;   Rio Casca;0
  Santa Barbara do Oeste;   Rio Casca;0
  Santo Andre;   Rio Casca;0
  Sao Paulo;   Rio Casca;0
 Cajueiro;   Rio Casca;0
 Itapebi;   Rio Casca;0
  Afonso Claudio;   Rio Casca;0
  Aguia Branca;   Rio Casca;0
  Apiaca;   Rio Casca;0
  Aracruz;   Rio Casca;0
  Baixo Guandu;   Rio Casca;0
  Barra de São Francisco;   Rio Casca;0
  Cachoeiro de Itapemirim;   Rio Casca;0
  Castelo;   Rio Casca;0
  Colatina;   Rio Casca;0
  Conceicao da Barra;   Rio Casca;0
  Conselheiro Pena;   Rio Casca;0
  Domingos Martins;   Rio Casca;0
  Ecoporanga;   Rio Casca;0
  Governador Lindemberg;   Rio Casca;0
  Ibatiba;   Rio Casca;0
  Ibiraçu;   Rio Casca;0
  Itaguacu;   Rio Casca;0
  Itaunas;   Rio Casca;0
  Jerônimo Monteiro;   Rio Casca;0
  Joao Neiva;   Rio Casca;0
  Laranja da Terra;   Rio Casca;0
  Linhares;   Rio Casca;0
  Marataizes;   Rio Casca;0
  Montanha;   Rio Casca;0
  Muniz Freire;   Rio Casca;0
  Nova Venécia;   Rio Casca;0
  Pancas;   Rio Casca;0
  Pinheiros;   Rio Casca;0
  Presidente Kennedy;   Rio Casca;0
  Santa Leopoldina;   Rio Casca;0
  Santa Teresa;   Rio Casca;0
  Sao Gabriel da Palha;   Rio Casca;0
  Sao Mateus;   Rio Casca;0
  Vila Pavao;   Rio Casca;0
RMGV - Cariacica;   Rio Casca;0
RMGV - Fundao;   Rio Casca;0
RMGV - Serra;   Rio Casca;0
RMGV - Viana;   Rio Casca;0
RMGV - Vila Velha;   Rio Casca;0
RMGV - Vitoria;   Rio Casca;0
RMGV;   Salto da Divisa;0
desconhecido - BA;   Salto da Divisa;0
desconhecido - CE;   Salto da Divisa;0
desconhecido - MA;   Salto da Divisa;0
desconhecido - MG;   Salto da Divisa;0
desconhecido - PE;   Salto da Divisa;0
desconhecido - PI;   Salto da Divisa;0
desconhecido - PR;   Salto da Divisa;0
  Santa Luzia do norte;   Salto da Divisa;0
 Almadino;   Salto da Divisa;0
 Aurelino Leal;   Salto da Divisa;0
 Camacan;   Salto da Divisa;0
 Canavieiras;   Salto da Divisa;0
 Caravelas;   Salto da Divisa;0
 Carlos Chagas;   Salto da Divisa;0
 Eunapolis;   Salto da Divisa;0
 Guaratinga;   Salto da Divisa;0
 Ibicarai;   Salto da Divisa;0
 Ilheus;   Salto da Divisa;0
 Itabuna;   Salto da Divisa;0
 Itajuipe;   Salto da Divisa;0
 Itamaraju;   Salto da Divisa;0
 Itanhem;   Salto da Divisa;0
 Itapemirim;   Salto da Divisa;0
 Itubera;   Salto da Divisa;0
 Medeiros Neto;   Salto da Divisa;0
 Mucuri;   Salto da Divisa;0
 Nova Itarana;   Salto da Divisa;0
 Nova Viçosa;   Salto da Divisa;0
 Oruçu;   Salto da Divisa;0
 Paulo Afonso;   Salto da Divisa;0
 Porto Seguro;   Salto da Divisa;0
 Potiragua;   Salto da Divisa;0
 Prado;   Salto da Divisa;0
 Salvador;   Salto da Divisa;0
 Teixeira de Freitas;   Salto da Divisa;0
 Una;   Salto da Divisa;0
 Uruçuba;   Salto da Divisa;0
 Valencia;   Salto da Divisa;0
 Vitoria da Conquista;   Salto da Divisa;0
 Acopiara;   Salto da Divisa;0
 Goiania;   Salto da Divisa;0
 Araujos;   Salto da Divisa;0
 Imperatriz;   Salto da Divisa;0
 Sao Luis;   Salto da Divisa;0
   Aimorés;   Salto da Divisa;0
   Belo Horizonte;   Salto da Divisa;0
   Bertopolis;   Salto da Divisa;0
   Cachoeira da Prata;   Salto da Divisa;0
   Caete;   Salto da Divisa;0
   Carangola;   Salto da Divisa;0
   Caratinga;   Salto da Divisa;0
   Conceiçao Capim;   Salto da Divisa;0
   Conselheiro Pena;   Salto da Divisa;0
   Governador Valadares;   Salto da Divisa;0
   Iapu;   Salto da Divisa;0
   Ipatinga;   Salto da Divisa;0
   Itabira;   Salto da Divisa;0
   Itabirim de Mantena;   Salto da Divisa;0
   Itanhomi;   Salto da Divisa;0
   Itauna;   Salto da Divisa;0
   Januaria;   Salto da Divisa;0
   Joao Monlevade;   Salto da Divisa;0
   Juaima;   Salto da Divisa;0
   Ladainha;   Salto da Divisa;0
   Lajinhas;   Salto da Divisa;0
   Mantena;   Salto da Divisa;0
   Mantenopolis;   Salto da Divisa;0
   Matipo;   Salto da Divisa;0
   Miradouro;   Salto da Divisa;0
   Mirai;   Salto da Divisa;0
   Mutum;   Salto da Divisa;0
   Nanuque;   Salto da Divisa;0
   Nova Era;   Salto da Divisa;0
   Nova Lima;   Salto da Divisa;0
   Ouro Branco;   Salto da Divisa;0
   Pocrane;   Salto da Divisa;0
   Resplendor;   Salto da Divisa;0
   Rio Casca;   Salto da Divisa;0
   Salto da Divisa;   Salto da Divisa;0
   Santa Luzia;   Salto da Divisa;0
   Santo Antonio de Pádua;   Salto da Divisa;0
   Sao Manoel de Mutu;   Salto da Divisa;0
   Teofilo Otoni;   Salto da Divisa;0
   Timoteo;   Salto da Divisa;0
   Ubaitaba;   Salto da Divisa;0
   Valadares;   Salto da Divisa;0
   Varginha;   Salto da Divisa;0
  Paraiba;   Salto da Divisa;0
  Jatoba;   Salto da Divisa;0
  Recife;   Salto da Divisa;0
  Parnaíba;   Salto da Divisa;0
  Campos Dos Goytacazes;   Salto da Divisa;0
  Casemiro De Abreu;   Salto da Divisa;0
  Mage;   Salto da Divisa;0
  Miguel Pereira;   Salto da Divisa;0
  Nova Iguaçu;   Salto da Divisa;0
  Parati;   Salto da Divisa;0
  Penha;   Salto da Divisa;0
  Rio de Janeiro;   Salto da Divisa;0
  Volta Redonda;   Salto da Divisa;0
  Natal;   Salto da Divisa;0
  Cachoeiro do Sul;   Salto da Divisa;0
  Guaibes;   Salto da Divisa;0
  Santa Barbara do Oeste;   Salto da Divisa;0
  Santo Andre;   Salto da Divisa;0
  Sao Paulo;   Salto da Divisa;0
 Cajueiro;   Salto da Divisa;0
 Itapebi;   Salto da Divisa;0
  Afonso Claudio;   Salto da Divisa;0
  Aguia Branca;   Salto da Divisa;0
  Apiaca;   Salto da Divisa;0
  Aracruz;   Salto da Divisa;0
  Baixo Guandu;   Salto da Divisa;0
  Barra de São Francisco;   Salto da Divisa;0
  Cachoeiro de Itapemirim;   Salto da Divisa;0
  Castelo;   Salto da Divisa;0
  Colatina;   Salto da Divisa;0
  Conceicao da Barra;   Salto da Divisa;0
  Conselheiro Pena;   Salto da Divisa;0
  Domingos Martins;   Salto da Divisa;0
  Ecoporanga;   Salto da Divisa;0
  Governador Lindemberg;   Salto da Divisa;0
  Ibatiba;   Salto da Divisa;0
  Ibiraçu;   Salto da Divisa;0
  Itaguacu;   Salto da Divisa;0
  Itaunas;   Salto da Divisa;0
  Jerônimo Monteiro;   Salto da Divisa;0
  Joao Neiva;   Salto da Divisa;0
  Laranja da Terra;   Salto da Divisa;0
  Linhares;   Salto da Divisa;0
  Marataizes;   Salto da Divisa;0
  Montanha;   Salto da Divisa;0
  Muniz Freire;   Salto da Divisa;0
  Nova Venécia;   Salto da Divisa;0
  Pancas;   Salto da Divisa;0
  Pinheiros;   Salto da Divisa;0
  Presidente Kennedy;   Salto da Divisa;0
  Santa Leopoldina;   Salto da Divisa;0
  Santa Teresa;   Salto da Divisa;0
  Sao Gabriel da Palha;   Salto da Divisa;0
  Sao Mateus;   Salto da Divisa;0
  Vila Pavao;   Salto da Divisa;0
RMGV - Cariacica;   Salto da Divisa;0
RMGV - Fundao;   Salto da Divisa;0
RMGV - Serra;   Salto da Divisa;0
RMGV - Viana;   Salto da Divisa;0
RMGV - Vila Velha;   Salto da Divisa;0
RMGV - Vitoria;   Salto da Divisa;0
RMGV;   Santa Luzia;0
desconhecido - BA;   Santa Luzia;0
desconhecido - CE;   Santa Luzia;0
desconhecido - MA;   Santa Luzia;0
desconhecido - MG;   Santa Luzia;0
desconhecido - PE;   Santa Luzia;0
desconhecido - PI;   Santa Luzia;0
desconhecido - PR;   Santa Luzia;0
  Santa Luzia do norte;   Santa Luzia;0
 Almadino;   Santa Luzia;0
 Aurelino Leal;   Santa Luzia;0
 Camacan;   Santa Luzia;0
 Canavieiras;   Santa Luzia;0
 Caravelas;   Santa Luzia;0
 Carlos Chagas;   Santa Luzia;0
 Eunapolis;   Santa Luzia;0
 Guaratinga;   Santa Luzia;0
 Ibicarai;   Santa Luzia;0
 Ilheus;   Santa Luzia;0
 Itabuna;   Santa Luzia;0
 Itajuipe;   Santa Luzia;0
 Itamaraju;   Santa Luzia;0
 Itanhem;   Santa Luzia;0
 Itapemirim;   Santa Luzia;0
 Itubera;   Santa Luzia;0
 Medeiros Neto;   Santa Luzia;0
 Mucuri;   Santa Luzia;0
 Nova Itarana;   Santa Luzia;0
 Nova Viçosa;   Santa Luzia;0
 Oruçu;   Santa Luzia;0
 Paulo Afonso;   Santa Luzia;0
 Porto Seguro;   Santa Luzia;0
 Potiragua;   Santa Luzia;0
 Prado;   Santa Luzia;0
 Salvador;   Santa Luzia;0
 Teixeira de Freitas;   Santa Luzia;0
 Una;   Santa Luzia;0
 Uruçuba;   Santa Luzia;0
 Valencia;   Santa Luzia;0
 Vitoria da Conquista;   Santa Luzia;0
 Acopiara;   Santa Luzia;0
 Goiania;   Santa Luzia;0
 Araujos;   Santa Luzia;0
 Imperatriz;   Santa Luzia;0
 Sao Luis;   Santa Luzia;0
   Aimorés;   Santa Luzia;0
   Belo Horizonte;   Santa Luzia;0
   Bertopolis;   Santa Luzia;0
   Cachoeira da Prata;   Santa Luzia;0
   Caete;   Santa Luzia;0
   Carangola;   Santa Luzia;0
   Caratinga;   Santa Luzia;0
   Conceiçao Capim;   Santa Luzia;0
   Conselheiro Pena;   Santa Luzia;0
   Governador Valadares;   Santa Luzia;0
   Iapu;   Santa Luzia;0
   Ipatinga;   Santa Luzia;0
   Itabira;   Santa Luzia;0
   Itabirim de Mantena;   Santa Luzia;0
   Itanhomi;   Santa Luzia;0
   Itauna;   Santa Luzia;0
   Januaria;   Santa Luzia;0
   Joao Monlevade;   Santa Luzia;0
   Juaima;   Santa Luzia;0
   Ladainha;   Santa Luzia;0
   Lajinhas;   Santa Luzia;0
   Mantena;   Santa Luzia;0
   Mantenopolis;   Santa Luzia;0
   Matipo;   Santa Luzia;0
   Miradouro;   Santa Luzia;0
   Mirai;   Santa Luzia;0
   Mutum;   Santa Luzia;0
   Nanuque;   Santa Luzia;0
   Nova Era;   Santa Luzia;0
   Nova Lima;   Santa Luzia;0
   Ouro Branco;   Santa Luzia;0
   Pocrane;   Santa Luzia;0
   Resplendor;   Santa Luzia;0
   Rio Casca;   Santa Luzia;0
   Salto da Divisa;   Santa Luzia;0
   Santa Luzia;   Santa Luzia;0
   Santo Antonio de Pádua;   Santa Luzia;0
   Sao Manoel de Mutu;   Santa Luzia;0
   Teofilo Otoni;   Santa Luzia;0
   Timoteo;   Santa Luzia;0
   Ubaitaba;   Santa Luzia;0
   Valadares;   Santa Luzia;0
   Varginha;   Santa Luzia;0
  Paraiba;   Santa Luzia;0
  Jatoba;   Santa Luzia;0
  Recife;   Santa Luzia;0
  Parnaíba;   Santa Luzia;0
  Campos Dos Goytacazes;   Santa Luzia;0
  Casemiro De Abreu;   Santa Luzia;0
  Mage;   Santa Luzia;0
  Miguel Pereira;   Santa Luzia;0
  Nova Iguaçu;   Santa Luzia;0
  Parati;   Santa Luzia;0
  Penha;   Santa Luzia;0
  Rio de Janeiro;   Santa Luzia;0
  Volta Redonda;   Santa Luzia;0
  Natal;   Santa Luzia;0
  Cachoeiro do Sul;   Santa Luzia;0
  Guaibes;   Santa Luzia;0
  Santa Barbara do Oeste;   Santa Luzia;0
  Santo Andre;   Santa Luzia;0
  Sao Paulo;   Santa Luzia;0
 Cajueiro;   Santa Luzia;0
 Itapebi;   Santa Luzia;0
  Afonso Claudio;   Santa Luzia;0
  Aguia Branca;   Santa Luzia;0
  Apiaca;   Santa Luzia;0
  Aracruz;   Santa Luzia;0
  Baixo Guandu;   Santa Luzia;0
  Barra de São Francisco;   Santa Luzia;0
  Cachoeiro de Itapemirim;   Santa Luzia;0
  Castelo;   Santa Luzia;0
  Colatina;   Santa Luzia;0
  Conceicao da Barra;   Santa Luzia;0
  Conselheiro Pena;   Santa Luzia;0
  Domingos Martins;   Santa Luzia;0
  Ecoporanga;   Santa Luzia;0
  Governador Lindemberg;   Santa Luzia;0
  Ibatiba;   Santa Luzia;0
  Ibiraçu;   Santa Luzia;0
  Itaguacu;   Santa Luzia;0
  Itaunas;   Santa Luzia;0
  Jerônimo Monteiro;   Santa Luzia;0
  Joao Neiva;   Santa Luzia;0
  Laranja da Terra;   Santa Luzia;0
  Linhares;   Santa Luzia;0
  Marataizes;   Santa Luzia;0
  Montanha;   Santa Luzia;0
  Muniz Freire;   Santa Luzia;0
  Nova Venécia;   Santa Luzia;0
  Pancas;   Santa Luzia;0
  Pinheiros;   Santa Luzia;0
  Presidente Kennedy;   Santa Luzia;0
  Santa Leopoldina;   Santa Luzia;0
  Santa Teresa;   Santa Luzia;0
  Sao Gabriel da Palha;   Santa Luzia;0
  Sao Mateus;   Santa Luzia;0
  Vila Pavao;   Santa Luzia;0
RMGV - Cariacica;   Santa Luzia;0
RMGV - Fundao;   Santa Luzia;0
RMGV - Serra;   Santa Luzia;0
RMGV - Viana;   Santa Luzia;0
RMGV - Vila Velha;   Santa Luzia;0
RMGV - Vitoria;   Santa Luzia;0
RMGV;   Santo Antonio de Pádua;0
desconhecido - BA;   Santo Antonio de Pádua;0
desconhecido - CE;   Santo Antonio de Pádua;0
desconhecido - MA;   Santo Antonio de Pádua;0
desconhecido - MG;   Santo Antonio de Pádua;0
desconhecido - PE;   Santo Antonio de Pádua;0
desconhecido - PI;   Santo Antonio de Pádua;0
desconhecido - PR;   Santo Antonio de Pádua;0
  Santa Luzia do norte;   Santo Antonio de Pádua;0
 Almadino;   Santo Antonio de Pádua;0
 Aurelino Leal;   Santo Antonio de Pádua;0
 Camacan;   Santo Antonio de Pádua;0
 Canavieiras;   Santo Antonio de Pádua;0
 Caravelas;   Santo Antonio de Pádua;0
 Carlos Chagas;   Santo Antonio de Pádua;0
 Eunapolis;   Santo Antonio de Pádua;0
 Guaratinga;   Santo Antonio de Pádua;0
 Ibicarai;   Santo Antonio de Pádua;0
 Ilheus;   Santo Antonio de Pádua;0
 Itabuna;   Santo Antonio de Pádua;0
 Itajuipe;   Santo Antonio de Pádua;0
 Itamaraju;   Santo Antonio de Pádua;0
 Itanhem;   Santo Antonio de Pádua;0
 Itapemirim;   Santo Antonio de Pádua;0
 Itubera;   Santo Antonio de Pádua;0
 Medeiros Neto;   Santo Antonio de Pádua;0
 Mucuri;   Santo Antonio de Pádua;0
 Nova Itarana;   Santo Antonio de Pádua;0
 Nova Viçosa;   Santo Antonio de Pádua;0
 Oruçu;   Santo Antonio de Pádua;0
 Paulo Afonso;   Santo Antonio de Pádua;0
 Porto Seguro;   Santo Antonio de Pádua;0
 Potiragua;   Santo Antonio de Pádua;0
 Prado;   Santo Antonio de Pádua;0
 Salvador;   Santo Antonio de Pádua;0
 Teixeira de Freitas;   Santo Antonio de Pádua;0
 Una;   Santo Antonio de Pádua;0
 Uruçuba;   Santo Antonio de Pádua;0
 Valencia;   Santo Antonio de Pádua;0
 Vitoria da Conquista;   Santo Antonio de Pádua;0
 Acopiara;   Santo Antonio de Pádua;0
 Goiania;   Santo Antonio de Pádua;0
 Araujos;   Santo Antonio de Pádua;0
 Imperatriz;   Santo Antonio de Pádua;0
 Sao Luis;   Santo Antonio de Pádua;0
   Aimorés;   Santo Antonio de Pádua;0
   Belo Horizonte;   Santo Antonio de Pádua;0
   Bertopolis;   Santo Antonio de Pádua;0
   Cachoeira da Prata;   Santo Antonio de Pádua;0
   Caete;   Santo Antonio de Pádua;0
   Carangola;   Santo Antonio de Pádua;0
   Caratinga;   Santo Antonio de Pádua;0
   Conceiçao Capim;   Santo Antonio de Pádua;0
   Conselheiro Pena;   Santo Antonio de Pádua;0
   Governador Valadares;   Santo Antonio de Pádua;0
   Iapu;   Santo Antonio de Pádua;0
   Ipatinga;   Santo Antonio de Pádua;0
   Itabira;   Santo Antonio de Pádua;0
   Itabirim de Mantena;   Santo Antonio de Pádua;0
   Itanhomi;   Santo Antonio de Pádua;0
   Itauna;   Santo Antonio de Pádua;0
   Januaria;   Santo Antonio de Pádua;0
   Joao Monlevade;   Santo Antonio de Pádua;0
   Juaima;   Santo Antonio de Pádua;0
   Ladainha;   Santo Antonio de Pádua;0
   Lajinhas;   Santo Antonio de Pádua;0
   Mantena;   Santo Antonio de Pádua;0
   Mantenopolis;   Santo Antonio de Pádua;0
   Matipo;   Santo Antonio de Pádua;0
   Miradouro;   Santo Antonio de Pádua;0
   Mirai;   Santo Antonio de Pádua;0
   Mutum;   Santo Antonio de Pádua;0
   Nanuque;   Santo Antonio de Pádua;0
   Nova Era;   Santo Antonio de Pádua;0
   Nova Lima;   Santo Antonio de Pádua;0
   Ouro Branco;   Santo Antonio de Pádua;0
   Pocrane;   Santo Antonio de Pádua;0
   Resplendor;   Santo Antonio de Pádua;0
   Rio Casca;   Santo Antonio de Pádua;0
   Salto da Divisa;   Santo Antonio de Pádua;0
   Santa Luzia;   Santo Antonio de Pádua;0
   Santo Antonio de Pádua;   Santo Antonio de Pádua;0
   Sao Manoel de Mutu;   Santo Antonio de Pádua;0
   Teofilo Otoni;   Santo Antonio de Pádua;0
   Timoteo;   Santo Antonio de Pádua;0
   Ubaitaba;   Santo Antonio de Pádua;0
   Valadares;   Santo Antonio de Pádua;0
   Varginha;   Santo Antonio de Pádua;0
  Paraiba;   Santo Antonio de Pádua;0
  Jatoba;   Santo Antonio de Pádua;0
  Recife;   Santo Antonio de Pádua;0
  Parnaíba;   Santo Antonio de Pádua;0
  Campos Dos Goytacazes;   Santo Antonio de Pádua;0
  Casemiro De Abreu;   Santo Antonio de Pádua;0
  Mage;   Santo Antonio de Pádua;0
  Miguel Pereira;   Santo Antonio de Pádua;0
  Nova Iguaçu;   Santo Antonio de Pádua;0
  Parati;   Santo Antonio de Pádua;0
  Penha;   Santo Antonio de Pádua;0
  Rio de Janeiro;   Santo Antonio de Pádua;0
  Volta Redonda;   Santo Antonio de Pádua;0
  Natal;   Santo Antonio de Pádua;0
  Cachoeiro do Sul;   Santo Antonio de Pádua;0
  Guaibes;   Santo Antonio de Pádua;0
  Santa Barbara do Oeste;   Santo Antonio de Pádua;0
  Santo Andre;   Santo Antonio de Pádua;0
  Sao Paulo;   Santo Antonio de Pádua;0
 Cajueiro;   Santo Antonio de Pádua;0
 Itapebi;   Santo Antonio de Pádua;0
  Afonso Claudio;   Santo Antonio de Pádua;0
  Aguia Branca;   Santo Antonio de Pádua;0
  Apiaca;   Santo Antonio de Pádua;0
  Aracruz;   Santo Antonio de Pádua;0
  Baixo Guandu;   Santo Antonio de Pádua;0
  Barra de São Francisco;   Santo Antonio de Pádua;0
  Cachoeiro de Itapemirim;   Santo Antonio de Pádua;0
  Castelo;   Santo Antonio de Pádua;0
  Colatina;   Santo Antonio de Pádua;0
  Conceicao da Barra;   Santo Antonio de Pádua;0
  Conselheiro Pena;   Santo Antonio de Pádua;0
  Domingos Martins;   Santo Antonio de Pádua;0
  Ecoporanga;   Santo Antonio de Pádua;0
  Governador Lindemberg;   Santo Antonio de Pádua;0
  Ibatiba;   Santo Antonio de Pádua;0
  Ibiraçu;   Santo Antonio de Pádua;0
  Itaguacu;   Santo Antonio de Pádua;0
  Itaunas;   Santo Antonio de Pádua;0
  Jerônimo Monteiro;   Santo Antonio de Pádua;0
  Joao Neiva;   Santo Antonio de Pádua;0
  Laranja da Terra;   Santo Antonio de Pádua;0
  Linhares;   Santo Antonio de Pádua;0
  Marataizes;   Santo Antonio de Pádua;0
  Montanha;   Santo Antonio de Pádua;0
  Muniz Freire;   Santo Antonio de Pádua;0
  Nova Venécia;   Santo Antonio de Pádua;0
  Pancas;   Santo Antonio de Pádua;0
  Pinheiros;   Santo Antonio de Pádua;0
  Presidente Kennedy;   Santo Antonio de Pádua;0
  Santa Leopoldina;   Santo Antonio de Pádua;0
  Santa Teresa;   Santo Antonio de Pádua;0
